train_loss,valid_loss
9.890755997045257,3.3176957013419868
5.795826137331363,3.6673203944026938
4.63535873556879,3.5507059133322914
4.2765711443962395,3.0608802264726416
4.132839146925406,3.0546287021995573
4.148500033251265,3.0772166404632855
4.138662718087809,3.045661075630151
4.083909662398982,3.0830047437472516
4.167442609130489,3.0416309195215816
4.11214989499712,3.0659767946031553
4.146063806207526,3.0591402485229
4.119469992818347,3.089598966517654
4.139770766254221,3.0868321602882767
4.1230756948571505,3.040856650052498
4.102369255986699,3.2022879069089236
4.133295883367101,3.0556551486630483
4.19629721539849,3.067568651490827
4.157560534193383,3.0963419490248425
4.093886424385916,3.1928931118419657
4.119498798754883,3.1178426945045574
4.115103849975703,3.116134959435233
4.1122918101112775,3.1082043180614076
4.082216791784884,3.123492373146209
4.223124398582502,3.0909364147204434
4.177227049945717,3.082283998044074
4.138392429304343,3.1513332271438883
4.176034184218941,3.1299829303751774
4.1200645520430275,3.169593372215851
4.104185539532907,3.1068457864246404
4.158022206455438,3.1021040375404536
4.1146602960225085,3.152028763763192
4.133663777437121,3.0546844830349817
4.153018754985799,3.0933048414537767
4.185008276781265,3.0563191320923786
4.148126807098632,3.1895451471010916
4.116483802110957,3.151135500320572
4.140059524639366,3.2081916022461217
4.136208872250591,3.2159274579005834
4.132989096296778,3.073033657190497
4.04857768740357,3.0427385397601188
4.09333800829293,3.1037121483695613
4.142774444493348,3.052942937231471
4.114206852498051,3.1230601741167394
4.1375111330374095,3.0521126049603113
4.086187638214338,3.0581820218333715
4.048033035480165,3.0906971969355492
4.151360361216088,3.198905363318925
4.128535751559833,3.4398892625617
4.13213113780969,3.188181106193931
4.110649177309191,3.233782162828833
4.120743895053919,3.067048611617602
4.015772429190677,3.1063905142037616
4.068589686435834,3.1241523862346225
4.105249565321931,3.1575180433431584
4.089369157493392,3.1180375287877555
4.059246530408981,3.1051343168803798
4.111276459886376,3.0788623254831244
4.115736473852651,3.1255950931539016
4.12682948653705,3.1417767291303274
4.1242099633088065,3.202487780784451
4.136028639073947,3.1194307630783213
4.121776093429934,3.346612688957019
4.0963652463046705,3.1400876477035675
4.112261156930659,3.1209835973507807
4.087143998941193,3.085337785215695
4.05461924331995,3.0454078204180286
4.094583438896137,3.1456289684415175
4.104733461730443,3.044160420431644
4.103104029529907,3.1728412222014173
4.110273084474224,3.069047003967212
4.114012447622084,3.06203638205791
4.047125332643005,3.07850947083436
4.136696822897853,3.063625390118273
4.130293138799747,3.132513574642124
4.1458621647459495,3.0975974592885356
4.196277056672357,3.2721650781746696
4.25714243898945,3.123803982609608
4.151799083059338,3.660470766093465
4.386503370018065,3.086774324168088
4.486564928570799,3.5712552743892467
4.2072973633178785,3.0632076999112536
4.048205483363953,3.123872264695953
4.052803535399638,3.1105384360951156
4.042781630712943,3.0843651260772607
4.035650190881532,3.050375839251381
4.136720579228286,3.197598621219795
4.0712980677420765,3.116972657938794
4.108140829171042,3.098920536332549
4.146074188229752,3.051628328152559
4.169655348214745,3.151148171772239
4.169495390191161,3.0393822817034404
4.03982832432946,3.065211797806624
4.097735275254636,3.0796378709741967
4.17291603130439,3.740540274310112
4.259424379176975,3.129991816203339
4.0949950441196385,3.083018990366309
4.103889459469128,3.131027880887891
4.063992807560198,3.5475521130012297
4.339175091999516,3.866227919584726
4.216242070192941,3.4634288826753274
