train_loss,valid_loss
3.8205751790587748,3.249491302806024
3.534507666677324,3.1013115199611745
3.5232053837131283,3.096896346027912
3.505525061884214,3.0589062772189526
3.4964591834005994,3.089736428028478
3.478314043995472,3.0432451233941777
3.475534452644581,3.047782983878727
3.4808729079880907,3.056081700281031
3.513187856175425,3.070546295908752
3.5020287125782805,3.064637755848267
3.486621268051205,3.0560299405261118
3.4977992833340052,3.038702340002898
3.476086832914207,3.0471305573620207
3.5286139907309653,3.0538654214608294
3.4593300251002965,3.0568972013555613
3.49515645985532,3.0586869131402015
3.4950690581492774,3.067186301357996
3.4977747345722787,3.082228742717907
3.5210904004681494,3.1133510411035084
3.5440211613127675,3.0791524249814906
3.50363788954829,3.1530108922179907
3.5432055420661785,3.1512859945598226
3.57791904307732,3.0493707793604843
3.4842555354657674,3.0795226393979487
3.4948225727488693,3.159095184210333
3.507884528697741,3.067459868809614
3.534302008831279,3.0442797755433713
3.509871271789899,3.039219642071756
3.5008530156615523,3.1478085192932803
3.4629126310588076,3.0703158151226275
3.5043800536119485,3.0834344189055667
3.487789532001548,3.1478176874961497
3.4997972472967622,3.1209585549111627
3.502449367815056,3.067347480636203
3.4950621983208445,3.0594837018027645
3.4748551088626747,3.1034248529799395
3.502000700354868,3.082459419947323
3.495094268540635,3.056848582495614
3.493025562499578,3.0708941519925164
3.5316946765429895,3.1270012381774586
3.543803236373063,3.0827524754646918
3.501152258893538,3.0543980095074064
3.4914739414488447,3.0776062486693343
3.4986375377425256,3.050811251421443
3.482106844469749,3.128197463442991
3.5426211830530754,3.044854483228234
3.4977987507749866,3.0780792848236342
3.4875068464886985,3.071383877691176
3.5214766175050687,3.117381061485098
3.548881263949794,3.0464012715624804
3.531634509131818,3.056611734172682
3.497293754051359,3.037694165978295
3.4846508201046555,3.1138817269555616
3.4965098210189014,3.055366606025703
3.5167401667753873,3.128732037125401
3.507094822977101,3.085166344705446
3.4859778804293375,3.065848218943068
3.4915563558617353,3.057820818648016
3.4887606909349183,3.056602079536792
3.483308157730141,3.0818096666974686
3.4756772602407153,3.1071900864276434
3.4828852866247626,3.069940827236737
3.5028488116328873,3.082794187924256
3.495789280521151,3.0965075221166725
3.5057776832591423,3.083438773527167
3.5401693687244657,3.1302385889658906
3.5254304626696333,3.0748291670764503
3.5102321503231977,3.0626106365911063
3.5008589450725234,3.0798006045353654
3.5065111335950747,3.055490628865937
3.514636469236318,3.077974270253217
3.5067905664965746,3.053022191347578
3.4664007384615756,3.0472625814997585
3.5272095346621963,3.062380259965277
3.4811199112913562,3.138694031575531
3.508577710727465,3.047701069721667
3.5089618899244033,3.0573757839702567
3.5104041132691948,3.0690215203133624
3.50480789680371,3.0640063614650663
3.492570750247636,3.114729261291984
3.5178861837434563,3.1002587182571935
3.503081984165496,3.0501215327113966
3.4854770588390322,3.0528663392640274
3.454416342411169,3.0571273016700173
3.5253763407187897,3.2247174997735466
3.511925999333766,3.052931977682795
3.485911791130448,3.0510853968613456
3.4687047410854674,3.05427549913509
3.5031181879026723,3.0822147339032258
3.4959290133378587,3.0447618313769547
3.509294021589891,3.0544377784348917
3.4817458666498715,3.03808706697573
3.508294312174034,3.1207768634095925
3.516119531251036,3.0508508647946453
3.4933485968838425,3.0685279480497796
3.4854587317864154,3.060604643244246
3.473463837744911,3.081464486140555
3.483499336929737,3.0566362482379983
3.523276926968975,3.049623881556642
3.5094967576936478,3.048882257971184
