train_loss,valid_loss
3.6829920586666662,3.205683039226806
3.512743012587739,3.0741253356327456
3.475585564377624,3.0411437111718502
3.4344906373894375,3.062940417076138
3.4884154773644798,3.064231180987502
3.483584118591876,3.0650432851830463
3.4864987450764,3.0468017496188855
3.4656751776405135,3.049790252848012
3.4748915746246762,3.045353357161686
3.471703130722946,3.068611878928973
3.4445273248629005,3.045927894470123
3.4691566549457717,3.0585012528129565
3.460340450994744,3.070706994782349
3.4493033781423743,3.057309128786436
3.4772578851367175,3.053968327628587
3.489386253912796,3.0913412244924583
3.5061481739709675,3.098569885305453
3.492604366840801,3.155517781226126
3.4698513499066124,3.0521164800914464
3.5172041147754958,3.1785825757587025
3.489621249306117,3.048182985079705
3.514934678480885,3.073529811746431
3.483327500393693,3.0481205719616318
3.551712534787038,3.085806965907432
3.45684058069797,3.044586010724138
3.5061802215930866,3.048295829840882
3.518848956596039,3.1138377517956437
3.5071914993722277,3.0512612709364464
3.4680085378578207,3.064630013980289
3.4696938326763664,3.071892635564561
3.470209161516925,3.0619560979590137
3.453338816462021,3.060957398433444
3.473237412002979,3.1255563258590064
3.488875244456657,3.0679094253619317
3.4873407099996987,3.049483061381685
3.455462148264795,3.0578998137214466
3.4629645159016853,3.078485901070454
3.4925870303348114,3.1311889071486374
3.4899602028731285,3.152968788575782
3.5157087952638593,3.2215527265892887
3.547224525833309,3.0943881298358495
3.4625168802806225,3.0557073435340176
3.456066457612103,3.0677768748908796
3.4816821660670527,3.056135550202506
3.5236811831965444,3.1839940826988244
3.4923503918855103,3.043508776772324
3.4479533618980884,3.0386658328469487
3.4492354000811836,3.077864546447426
3.471410362123879,3.1015099891192603
3.4675998565136834,3.055720747594199
3.4947411993970308,3.1079757695938204
3.505617295425672,3.047953867553423
3.4439176353945737,3.078704976242138
3.4743606313135538,3.0592854399846474
3.4695377764130004,3.079495374191886
3.465455621823554,3.0551722575222278
3.4426105064365826,3.077683130100447
3.4758845674447567,3.07566227534165
3.4704486811295068,3.06302725883984
3.506585237670916,3.101995637031424
3.556722729739721,3.1057064741441422
3.482142063279336,3.040059485482082
3.4602398859685715,3.0744869323266575
3.4878303408948383,3.0557353766346655
3.466601396306613,3.069134136135914
3.4751486926563433,3.117711843863103
3.451331988456618,3.076281799697436
3.4680975120217687,3.0652133723483352
3.4572611617464952,3.052547653337719
3.485690260050011,3.0796685152200287
3.472975534341954,3.0404706146729295
3.4714314669049267,3.0787814336316854
3.4716966226546964,3.057877083391117
3.4496618677403834,3.0463324467118307
3.4557705524636724,3.091213513541641
3.4944343280246053,3.0826773207790867
3.4953924684786433,3.07338332845433
3.4790842274683316,3.0831570227616654
3.441236452995272,3.0503717544549427
3.459955472521063,3.0717384242373114
3.448628071671738,3.0700115041712626
3.442919744717421,3.068801996373009
3.4739317937844194,3.064194749651512
3.4825384733236726,3.064982724627354
3.48387473467039,3.042009021403839
3.477827143002298,3.0693540675381543
3.4420683769903504,3.067192443634159
3.4237734603672894,3.0549793320558614
3.465385347495732,3.138187192545526
3.4928912877443583,3.061237586499257
3.462394424600422,3.0538030602701407
3.46940530803684,3.0451412560164983
3.4353821523692165,3.0481132340599286
3.471954973324476,3.0667654059104126
3.4566465901304406,3.078426152169817
3.451728839574638,3.05017068980553
3.4876646772561783,3.074202852072477
3.4595786270422826,3.109700610798353
3.4915854257192698,3.1262709997322173
3.5110783088097306,3.0754119630712284
