train_loss,valid_loss
10.009626516300308,3.0957507579313424
5.759277569113846,3.544849374405443
4.588561378665517,3.6905546124874853
4.228641247715784,3.089973539557505
4.047452134532344,3.057666678816019
3.9493448377719638,3.0744076517339893
3.94751381315329,3.14131686131357
3.971064930599332,3.0464270482982196
3.920701852783076,3.0857726161929726
3.9105734826153027,3.042926895820148
4.028874063645746,3.07383665947005
3.994841366452265,3.0560175731761423
3.9467725000645046,3.0495304707678215
3.924473494363784,3.052183948051786
3.916718183072333,3.045208045829486
3.951312739377263,3.0543973514901634
3.9427621275808162,3.0497848821201035
3.977071734346876,3.058268319673221
3.9857981657585873,3.0445176000646503
3.922552768695462,3.0487786714580163
3.9319334590690276,3.05096984862433
3.9229918500122434,3.1660914335660815
3.9426392880536247,3.065388946848979
3.8737345973452464,3.1460919072544504
3.9777437772556765,3.0399394596496427
3.8777981954533858,3.1481997807411863
4.008213642276329,3.069143911070493
3.929490625758536,3.056417281128383
3.9790970130982926,3.0857188401058697
3.9564703541980917,3.1085733949704486
3.931205266597655,3.147191663425506
3.9863327129679123,3.0618352130279245
3.9837995278915765,3.083218950676245
3.938305446320287,3.2122427544496754
4.022710324536314,3.190274594590638
3.9713965382611276,3.0644225685506377
3.9138835359619453,3.130452904954376
3.914305332848779,3.0407166109760073
3.916461350445218,3.1164976090190364
3.9782748419346587,3.052443112307203
3.9260953770692835,3.0447354016610375
3.917152147008523,3.0634204049646874
3.9067627244094734,3.0888199173132076
3.9047936761216455,3.065314119528236
3.971178556338725,3.0591955392112076
4.026429561274443,3.4986594539760936
3.941890108904716,3.145458732800983
3.9616606683514073,3.0570790115452384
3.957327570047985,3.062266611376912
3.9462338194014364,3.1568781260443877
3.9070592754257327,3.0536874098268303
3.9355800131243965,3.1814488747833516
3.994765713991769,3.1424785147610397
3.942245883968488,3.0464661774372717
3.8624419059569304,3.065553455858421
3.954529916233231,3.0886401111529924
3.9067209416938877,3.1130252180371683
3.9506738682928484,3.0457251091331305
3.920297951233178,3.092666260423682
3.8622276170189975,3.0595127373865614
3.909325656952657,3.1760128651692927
3.96569898169752,3.555833598974817
4.0841435575606315,3.3206974669133276
3.9772552592267463,3.077201776837026
3.9354780953745547,3.3443167875221103
3.945172137540434,3.0427048008417357
3.957593875860077,3.125461532878685
3.992471720794178,3.0995354083170956
3.9229887431184314,3.089666886708302
3.9196866039566296,3.062646580399934
3.93608378469226,3.0437214323814934
3.885746030642995,3.0371383926514426
3.9305571703372126,3.0808570587689434
3.9522030668354593,3.0717835403167775
3.8845323087908663,3.051635727698201
3.860454472014198,3.0403178686274415
3.864994450184545,3.0631430600316953
3.9060129208502494,3.042876946550008
3.952285495399375,3.0595480708761986
3.9289183166587316,3.074758498701911
3.933168928626194,3.0585122900279993
3.928064925615823,3.0853141513415543
3.9261653766670506,3.1692363637821153
3.9618773056111234,3.0591989552412433
3.9290595932339243,3.0426341963015693
3.8599715391205858,3.0408080385204213
3.908281374373116,3.0785243896691683
3.9629310845547128,3.0900854740032435
3.908238352463259,3.2694450476691763
3.9006206825271676,3.0432913120485807
3.9095185072022223,3.0824797512633015
3.880809809115049,3.0666793689803145
4.030115045317406,3.3558975962846747
4.01274573143724,3.368359615155402
3.973908690358542,3.0414489727121885
3.850051503948747,3.214830650366753
3.94544903181935,3.178286250176242
3.9347395434043704,3.052518187982764
3.86558451928438,3.1000293209332703
3.8733908653374973,3.1434308784974596
